Doculect	Subfamily	ISO	ID	Glottolog	Longitude	Latitude	Concept	Form	Cognate_Class	Comment
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ANATTO	ŋgopŋgap	3	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	ANATTO	tope	6	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ANATTO	kɨpkap	3	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	ANATTO	kobakaap	3	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	ANATTO	nduap	5	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ANATTO	dóʔà / dookaap	5	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	ANATTO	doʔa	5	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	ANATTO	dookaap	5	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	ANATTO	nooa	5	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ANATTO	ekɨ	4	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	ANATTO	eku	4	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ANATTO	makapa	2	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ANATTO	wãkaha	2	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ANATTO	tʃokoʔa	5	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ANATTO	tʃoko		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ANATTO	waʔakap	2	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ANATTO	jukʷaŋɨt		
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	ANATTO	roko	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ANATTO	uruku	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ANATTO	uruku	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	ANATTO	uruku	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	ANATTO	uruku	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	ANATTO	uruku	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	ANATTO	uruku	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	ANATTO	uruku	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ANATTO	irikũ	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ANATTO	uruku	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ANATTO	uruku	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ANATTO	ɨrɨku	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ANATTO	urukũ	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	ANATTO	urukũ	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	ANATTO	uruku	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	ANATTO	uruku	1	
Apapokuva of Nimuendajú †	Tupí-Guaraní	?#?	apa	????	-54.4528	-23.7325	ANATTO	ɨruku	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	ANATTO	atʃoté		
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	ANT	mĩŋk / wĩ(ŋ)		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	ANT	bɨtɨraj		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ANT	(n)detpe		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	ANT	wekoʔa		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ANT	tʃatʃakop		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	ANT	kɨbɨrɨ		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ANT	bola / gatsaj	3 / 	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	ANT	bola	3	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	ANT	boluʔ-atap		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	ANT	lodap		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ANT	nɨkɨsɨk		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ANT	tãrãkuã		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ANT	adʒiha		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ANT	dasəpsəp		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ANT	iɲasipak		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ANT	saari		
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ANT	tapiʔa	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ANT	tahɨw	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ANT	tahɨw	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	ANT	tajβia	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ANT	tawi	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ANT	topi	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ANT	tapiaʔĩ	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ANT	jawataj		
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ANT	tasɨβa / ɨsá / akekẽ / arará / gʷaju	2	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	ANT	tasiba	2	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	ANT	tatʃi	2	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	ANT	tazi	2	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	ANT	tasi	2	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	ANT	tasɨ	2	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	ANT	kuʃi		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	ANT	taɨ	2	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	ANT	tahɨi	2	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	ANT	tãsɨ	2	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	ANT	sasɨwa	2	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	ANTEATER	aʃukur	2	
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	ANTEATER	ũbatʃi		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ANTEATER	ŋgʷendap	4	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	ANTEATER	hasio		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ANTEATER	witap	4	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	ANTEATER	kʷetap	4	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ANTEATER	βatsakoli	2	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	ANTEATER	βatsakoli	2	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	ANTEATER	βasakoli	2	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	ANTEATER	miʃakoor	2	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ANTEATER	oɲopɨɨtɨ		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	ANTEATER	amerá		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ANTEATER	mazi		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ANTEATER	amaẽ		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ANTEATER	warire / waremə́tʃa	/ 7	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ANTEATER	warẽmátʃa	7	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ANTEATER	hĩpa		
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ANTEATER	tamajua	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	ANTEATER	tamanowa	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ANTEATER	tamanwa	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ANTEATER	tamanuwa	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	ANTEATER	tamanduaʔi	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ANTEATER	tamanuha	1	
Anambé of Ehrenreich †	Tupí-Guaraní	??#	ane	anam1251	-50.5	-4.5	ANTEATER	tamandwa	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	ANTEATER	taminawa	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ANTEATER	tamadua	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ANTEATER	mijarai		
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ANTEATER	tamanua	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ANTEATER	tamandwa	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	ANTEATER	tamandwá	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	ANTEATER	ʒoki		
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	ANTEATER	tamandoaʔi	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	ANTEATER	kagʷare		
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	ANTEATER	apɨrakwamí		
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	ANTEATER	tamanu	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	MOUNTAIN SOURSOP 	kumu		
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	MOUNTAIN SOURSOP 	aratsikuʔɨw		
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	MOUNTAIN SOURSOP 	tajəhəʔãʔɨ		
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	MOUNTAIN SOURSOP 	aratʃikoʔaʔi		
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	MOUNTAIN SOURSOP 	araʃikuʔɨ		
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	MOUNTAIN SOURSOP 	aratiku		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	MOUNTAIN SOURSOP 	araʃiku		
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	ARM	mba	5	
Ntogapíd (Itogapúk) †	Ramarana-Purubora	##?	nto	????	-61.66003	-10.452133	ARM	paβe	5	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ARM	βo	5	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ARM	putʃu	5	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	ARM	pu	5	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	ARM	nepor	5	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ARM	nepo	5	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	ARM	nepo	5	
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	ARM	depó	5	undepó
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	ARM	nepo	5	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ARM	ɲõgõ	4	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	ARM	neʔ	3	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ARM	abɨ / makɨ	5 / 	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ARM	abɨ	5	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ARM	ba	5	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ARM	ba	5	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ARM	mopɨ	2	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ARM	kɨwa	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	ARM	tʃɨβ	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	ARM	tsɨwa	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	ARM	sɨwa	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	ARM	tʃiwã	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ARM	ziwa	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ARM	zɨwa	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	ARM	siawa	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	ARM	jɨβ	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	ARM	dʒiβa	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	ARM	jibá	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	ARM	jɨwa	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ARM	jɨwa	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	ARM	iwa	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ARM	eiwa	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	ARM	jɨwa	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	ARM	jiwa	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ARM	jɨwa	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	ARM	jɨwã	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ARM	jɨwa	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	ARM	dʒiwa	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	ARM	dʒɨwa	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ARM	jɨβa	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	ARM	juwa	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	ARM	ʒua	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	ARM	jiβa	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	ARM	jɨβa	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	ARM	tʃiβa	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	ARM	ðiwa	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	ARM	jiwa	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	ARM	dʒiwa	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	ARM	jiβa	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	ARM	jɨβa	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	ARM	dʒɨwa	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	ARM	dʒɨβa	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	ARM	dʒɨβa	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	ARM	dʒɨwa	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	ARM	dʒɨwa	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	ARM	jɨwa	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	ARM	iwa	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	ARMADILLO	jajo	1	
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	ARMADILLO	tajto	1	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ARMADILLO	ndato	1	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	ARMADILLO	paroro	2	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ARMADILLO	tato	1	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	ARMADILLO	tato	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	ARMADILLO	wanzuj	1	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ARMADILLO	mazoj	1	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	ARMADILLO	wazoj	1	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	ARMADILLO	mããdzooj	1	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	ARMADILLO	wanzuj	1	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	ARMADILLO	waloj	1	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ARMADILLO	sosɨ	1	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	ARMADILLO	tsosju	1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ARMADILLO	dusa	3	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ARMADILLO	duʔa	3	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ARMADILLO	dajdo	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ARMADILLO	lajlo	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ARMADILLO	sahu	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ARMADILLO	tatu	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	ARMADILLO	tato	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	ARMADILLO	tato	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	ARMADILLO	tatu	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	ARMADILLO	tãto	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ARMADILLO	tatu	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ARMADILLO	tatu	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	ARMADILLO	tatu	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	ARMADILLO	tatua	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	ARMADILLO	tatua	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	ARMADILLO	tatua	1	
Juma	Tupí-Guaraní	jua	jua	juma1249	-64.1	-7.28	ARMADILLO	tatu	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	ARMADILLO	tatua	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	ARMADILLO	tatu	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ARMADILLO	tatu	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	ARMADILLO	tatua	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ARMADILLO	tatuhu	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ARMADILLO	tatu	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ARMADILLO	tatupep	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	ARMADILLO	tatu	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	ARMADILLO	tato	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ARMADILLO	tatu	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	ARMADILLO	tatu	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	ARMADILLO	tatu	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	ARMADILLO	tatu	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	ARMADILLO	tatu	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	ARMADILLO	tatu	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	ARMADILLO	tatu	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	ARMADILLO	tátu	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	ARMADILLO	tatu	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	ARMADILLO	tatu	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	ARMADILLO	tatu	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	ARMADILLO	tantu	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	ARMADILLO	tʃigɨre	3	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	ARRIVE	anẽm	1	
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	ARRIVE	kɨrɨj / awogot	2	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ARRIVE	ot		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	ARRIVE	aoros	9	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ARRIVE	ita		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ARRIVE	aváne	8	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ARRIVE	anẽm	1	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	ARRIVE	kɨrɨj / awogot	2	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ARRIVE	wɨ	1	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ARRIVE	wɨ	1	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ARRIVE	tʃem	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ARRIVE	tʃem	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ARRIVE	tẽm	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ARRIVE	tẽm	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	ARRIVE	ʃan	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	ARRIVE	ahe	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	ARRIVE	waem	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ARRIVE	hem		
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ARRIVE	hem	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	ARRIVE	vahim	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	ARRIVE	βahem / dʒor	1 / 7	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	ARRIVE	βahem / dʒor	1 / 7	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	ARRIVE	βahem / dʒor	1 / 7	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	ARRIVE	waem / dʒor	1 / 7	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ARRIVE	wahẽ	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ARRIVE	dur	7	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	ARRIVE	wã	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ARRIVE	hɨk	2	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ARRIVE	ɨk	2	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	ARRIVE	vaem	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ARRIVE	sɨk	2	
